SECTOR,year,STATE_PROVINCE_CODE,CITY_NAME,qtr,TXN_MTH,month,scaled_amt
RESTAURANTS,2013,AK,ANCHOR POINT,1,2013-01-01,1,51067.3976359669
RESTAURANTS,2013,AK,ANCHOR POINT,1,2013-02-01,2,59428.6229328306
RESTAURANTS,2013,AK,ANCHOR POINT,1,2013-03-01,3,88395.8704125508
RESTAURANTS,2013,AK,ANCHOR POINT,2,2013-04-01,4,70705.8989325227
RESTAURANTS,2013,AK,ANCHOR POINT,2,2013-05-01,5,119249.769316828
RESTAURANTS,2013,AK,ANCHOR POINT,2,2013-06-01,6,154821.410255123
RESTAURANTS,2013,AK,ANCHOR POINT,3,2013-07-01,7,147034.458566511
RESTAURANTS,2013,AK,ANCHOR POINT,3,2013-08-01,8,115433.540838683
RESTAURANTS,2013,AK,ANCHOR POINT,3,2013-09-01,9,119714.485682136
RESTAURANTS,2013,AK,ANCHOR POINT,4,2013-10-01,10,102539.275028983
RESTAURANTS,2013,AK,ANCHOR POINT,4,2013-11-01,11,95579.3754818034
RESTAURANTS,2013,AK,ANCHOR POINT,4,2013-12-01,12,69960.7259163045
RESTAURANTS,2013,AK,ANCHORAGE,1,2013-01-01,1,51042111.7720265
RESTAURANTS,2013,AK,ANCHORAGE,1,2013-02-01,2,54190001.0055729
RESTAURANTS,2013,AK,ANCHORAGE,1,2013-03-01,3,63916001.8518639
RESTAURANTS,2013,AK,ANCHORAGE,2,2013-04-01,4,54544400.583476
RESTAURANTS,2013,AK,ANCHORAGE,2,2013-05-01,5,58478304.2109309
RESTAURANTS,2013,AK,ANCHORAGE,2,2013-06-01,6,60005375.345722
RESTAURANTS,2013,AK,ANCHORAGE,3,2013-07-01,7,58542559.8953329
RESTAURANTS,2013,AK,ANCHORAGE,3,2013-08-01,8,64419896.0169343
RESTAURANTS,2013,AK,ANCHORAGE,3,2013-09-01,9,51564841.2980662
RESTAURANTS,2013,AK,ANCHORAGE,4,2013-10-01,10,59082351.3803798
RESTAURANTS,2013,AK,ANCHORAGE,4,2013-11-01,11,53288274.1657984
RESTAURANTS,2013,AK,ANCHORAGE,4,2013-12-01,12,50133403.5582698
RESTAURANTS,2013,AK,BADGER,1,2013-01-01,1,1279557.8274586
RESTAURANTS,2013,AK,BADGER,1,2013-02-01,2,1388636.24006224
RESTAURANTS,2013,AK,BADGER,1,2013-03-01,3,1687170.41743531
RESTAURANTS,2013,AK,BADGER,2,2013-04-01,4,1522005.23606031
RESTAURANTS,2013,AK,BADGER,2,2013-05-01,5,1687831.61603388
RESTAURANTS,2013,AK,BADGER,2,2013-06-01,6,1757908.42330898
RESTAURANTS,2013,AK,BADGER,3,2013-07-01,7,1828491.57486813
RESTAURANTS,2013,AK,BADGER,3,2013-08-01,8,1799792.14899173
RESTAURANTS,2013,AK,BADGER,3,2013-09-01,9,1660450.81929507
RESTAURANTS,2013,AK,BADGER,4,2013-10-01,10,1784794.32040534
RESTAURANTS,2013,AK,BADGER,4,2013-11-01,11,1523206.01644175
RESTAURANTS,2013,AK,BADGER,4,2013-12-01,12,1570114.90498116
RESTAURANTS,2013,AK,BARROW,1,2013-01-01,1,623440.288143415
RESTAURANTS,2013,AK,BARROW,1,2013-02-01,2,918522.301457944
RESTAURANTS,2013,AK,BARROW,1,2013-03-01,3,943637.304063083
RESTAURANTS,2013,AK,BARROW,2,2013-04-01,4,929049.254412839
RESTAURANTS,2013,AK,BARROW,2,2013-05-01,5,835627.824750688
RESTAURANTS,2013,AK,BARROW,2,2013-06-01,6,1141509.12917205
RESTAURANTS,2013,AK,BARROW,3,2013-07-01,7,1251635.4333282
RESTAURANTS,2013,AK,BARROW,3,2013-08-01,8,1178089.47484357
RESTAURANTS,2013,AK,BARROW,3,2013-09-01,9,856356.368877857
RESTAURANTS,2013,AK,BARROW,4,2013-10-01,10,755023.816633839
RESTAURANTS,2013,AK,BARROW,4,2013-11-01,11,877684.592673318
RESTAURANTS,2013,AK,BARROW,4,2013-12-01,12,668118.233605714
RESTAURANTS,2013,AK,BETHEL,1,2013-01-01,1,1509832.13673147
RESTAURANTS,2013,AK,BETHEL,1,2013-02-01,2,1780324.92552342
RESTAURANTS,2013,AK,BETHEL,1,2013-03-01,3,1976511.59620538
RESTAURANTS,2013,AK,BETHEL,2,2013-04-01,4,1578427.7288857
RESTAURANTS,2013,AK,BETHEL,2,2013-05-01,5,1479359.75548158
RESTAURANTS,2013,AK,BETHEL,2,2013-06-01,6,1410317.84687131
RESTAURANTS,2013,AK,BETHEL,3,2013-07-01,7,1200101.7771573
RESTAURANTS,2013,AK,BETHEL,3,2013-08-01,8,1670295.14584002
RESTAURANTS,2013,AK,BETHEL,3,2013-09-01,9,1472406.31667168
RESTAURANTS,2013,AK,BETHEL,4,2013-10-01,10,1606985.93152425
RESTAURANTS,2013,AK,BETHEL,4,2013-11-01,11,1439684.11484655
RESTAURANTS,2013,AK,BETHEL,4,2013-12-01,12,1319217.36671693
RESTAURANTS,2013,AK,BIG LAKE,1,2013-01-01,1,385129.539889338
RESTAURANTS,2013,AK,BIG LAKE,1,2013-02-01,2,654186.135153087
RESTAURANTS,2013,AK,BIG LAKE,1,2013-03-01,3,623091.18086783
RESTAURANTS,2013,AK,BIG LAKE,2,2013-04-01,4,397145.627327136
RESTAURANTS,2013,AK,BIG LAKE,2,2013-05-01,5,320270.90984689
RESTAURANTS,2013,AK,BIG LAKE,2,2013-06-01,6,904334.777676757
RESTAURANTS,2013,AK,BIG LAKE,3,2013-07-01,7,938317.69104261
RESTAURANTS,2013,AK,BIG LAKE,3,2013-08-01,8,535958.466543333
RESTAURANTS,2013,AK,BIG LAKE,3,2013-09-01,9,365420.861743142
RESTAURANTS,2013,AK,BIG LAKE,4,2013-10-01,10,301848.120751929
RESTAURANTS,2013,AK,BIG LAKE,4,2013-11-01,11,244188.289042331
RESTAURANTS,2013,AK,BIG LAKE,4,2013-12-01,12,317908.27558139
RESTAURANTS,2013,AK,CANTWELL,1,2013-01-01,1,17739.7971492996
RESTAURANTS,2013,AK,CANTWELL,1,2013-02-01,2,50228.5746597546
RESTAURANTS,2013,AK,CANTWELL,1,2013-03-01,3,56890.4166265893
RESTAURANTS,2013,AK,CANTWELL,2,2013-04-01,4,96157.0228516775
RESTAURANTS,2013,AK,CANTWELL,2,2013-05-01,5,103476.794377204
RESTAURANTS,2013,AK,CANTWELL,2,2013-06-01,6,240146.278111519
RESTAURANTS,2013,AK,CANTWELL,3,2013-07-01,7,257060.876778069
RESTAURANTS,2013,AK,CANTWELL,3,2013-08-01,8,271086.616031632
RESTAURANTS,2013,AK,CANTWELL,3,2013-09-01,9,83171.9479163712
RESTAURANTS,2013,AK,COLLEGE,1,2013-01-01,1,2929096.40516467
RESTAURANTS,2013,AK,COLLEGE,1,2013-02-01,2,3267590.72481502
RESTAURANTS,2013,AK,COLLEGE,1,2013-03-01,3,4260605.61135019
RESTAURANTS,2013,AK,COLLEGE,2,2013-04-01,4,3623014.63540373
RESTAURANTS,2013,AK,COLLEGE,2,2013-05-01,5,4299069.6034223
RESTAURANTS,2013,AK,COLLEGE,2,2013-06-01,6,4769126.9233984
RESTAURANTS,2013,AK,COLLEGE,3,2013-07-01,7,5131432.76650195
RESTAURANTS,2013,AK,COLLEGE,3,2013-08-01,8,5200723.92514596
RESTAURANTS,2013,AK,COLLEGE,3,2013-09-01,9,4005664.47653498
RESTAURANTS,2013,AK,COLLEGE,4,2013-10-01,10,3960947.7461951
RESTAURANTS,2013,AK,COLLEGE,4,2013-11-01,11,3251802.31552009
RESTAURANTS,2013,AK,COLLEGE,4,2013-12-01,12,2833983.31310596
RESTAURANTS,2013,AK,COOPER LANDING,1,2013-01-01,1,77115.6198240379
RESTAURANTS,2013,AK,COOPER LANDING,1,2013-02-01,2,107326.612591735
RESTAURANTS,2013,AK,COOPER LANDING,1,2013-03-01,3,142168.492817625
RESTAURANTS,2013,AK,COOPER LANDING,2,2013-04-01,4,148840.387458049
RESTAURANTS,2013,AK,COOPER LANDING,2,2013-05-01,5,319769.93689334
RESTAURANTS,2013,AK,COOPER LANDING,2,2013-06-01,6,784940.79488865
RESTAURANTS,2013,AK,COOPER LANDING,3,2013-07-01,7,1113517.58354017
RESTAURANTS,2013,AK,COOPER LANDING,3,2013-08-01,8,1088113.62713081
RESTAURANTS,2013,AK,COOPER LANDING,3,2013-09-01,9,551903.212144413
RESTAURANTS,2013,AK,COOPER LANDING,4,2013-10-01,10,232157.399533781
RESTAURANTS,2013,AK,COOPER LANDING,4,2013-11-01,11,124886.576761724
RESTAURANTS,2013,AK,COOPER LANDING,4,2013-12-01,12,61958.0542866929
RESTAURANTS,2013,AK,CORDOVA,1,2013-01-01,1,347475.29071413
RESTAURANTS,2013,AK,CORDOVA,1,2013-02-01,2,305273.590695022
RESTAURANTS,2013,AK,CORDOVA,1,2013-03-01,3,689678.170607197
RESTAURANTS,2013,AK,CORDOVA,2,2013-04-01,4,867048.560668917
RESTAURANTS,2013,AK,CORDOVA,2,2013-05-01,5,932310.694029511
RESTAURANTS,2013,AK,CORDOVA,2,2013-06-01,6,1537011.09801983
RESTAURANTS,2013,AK,CORDOVA,3,2013-07-01,7,1527566.83887416
RESTAURANTS,2013,AK,CORDOVA,3,2013-08-01,8,1407623.59803415
RESTAURANTS,2013,AK,CORDOVA,3,2013-09-01,9,1286485.73535902
RESTAURANTS,2013,AK,CORDOVA,4,2013-10-01,10,821617.207736966
RESTAURANTS,2013,AK,CORDOVA,4,2013-11-01,11,563544.005697811
RESTAURANTS,2013,AK,CORDOVA,4,2013-12-01,12,554354.248245321
RESTAURANTS,2013,AK,CRAIG,1,2013-01-01,1,258638.553621743
RESTAURANTS,2013,AK,CRAIG,1,2013-02-01,2,242414.728256946
RESTAURANTS,2013,AK,CRAIG,1,2013-03-01,3,255815.724947147
RESTAURANTS,2013,AK,CRAIG,2,2013-04-01,4,352949.329633562
RESTAURANTS,2013,AK,CRAIG,2,2013-05-01,5,364556.821358864
RESTAURANTS,2013,AK,CRAIG,2,2013-06-01,6,397474.772517997
RESTAURANTS,2013,AK,CRAIG,3,2013-07-01,7,923215.540744397
RESTAURANTS,2013,AK,CRAIG,3,2013-08-01,8,1361711.09804737
RESTAURANTS,2013,AK,CRAIG,3,2013-09-01,9,919697.360505065
RESTAURANTS,2013,AK,CRAIG,4,2013-10-01,10,357731.748803409
RESTAURANTS,2013,AK,CRAIG,4,2013-11-01,11,350866.13030755
RESTAURANTS,2013,AK,CRAIG,4,2013-12-01,12,219070.654777296
RESTAURANTS,2013,AK,DELTANA,1,2013-01-01,1,758376.576555355
RESTAURANTS,2013,AK,DELTANA,1,2013-02-01,2,846635.272724425
RESTAURANTS,2013,AK,DELTANA,1,2013-03-01,3,911125.706248775
RESTAURANTS,2013,AK,DELTANA,2,2013-04-01,4,897143.580715461
RESTAURANTS,2013,AK,DELTANA,2,2013-05-01,5,755728.939666379
RESTAURANTS,2013,AK,DELTANA,2,2013-06-01,6,1030886.78645461
RESTAURANTS,2013,AK,DELTANA,3,2013-07-01,7,1079544.5676621
RESTAURANTS,2013,AK,DELTANA,3,2013-08-01,8,1435052.04586718
RESTAURANTS,2013,AK,DELTANA,3,2013-09-01,9,1229838.24518746
RESTAURANTS,2013,AK,DELTANA,4,2013-10-01,10,685434.856812132
RESTAURANTS,2013,AK,DELTANA,4,2013-11-01,11,779733.286930672
RESTAURANTS,2013,AK,DELTANA,4,2013-12-01,12,561859.574071961
RESTAURANTS,2013,AK,DILLINGHAM,1,2013-01-01,1,63349.0111034952
RESTAURANTS,2013,AK,DILLINGHAM,1,2013-02-01,2,82972.285895779
RESTAURANTS,2013,AK,DILLINGHAM,1,2013-03-01,3,114075.878632383
RESTAURANTS,2013,AK,DILLINGHAM,2,2013-04-01,4,67160.8326680609
RESTAURANTS,2013,AK,DILLINGHAM,2,2013-05-01,5,80868.9714074904
RESTAURANTS,2013,AK,DILLINGHAM,2,2013-06-01,6,171700.863290802
RESTAURANTS,2013,AK,DILLINGHAM,3,2013-07-01,7,151158.650880641
RESTAURANTS,2013,AK,DILLINGHAM,3,2013-08-01,8,143036.076457097
RESTAURANTS,2013,AK,DILLINGHAM,3,2013-09-01,9,98538.5513568307
RESTAURANTS,2013,AK,DILLINGHAM,4,2013-10-01,10,75998.5835620772
RESTAURANTS,2013,AK,DILLINGHAM,4,2013-11-01,11,124187.199625466
RESTAURANTS,2013,AK,DILLINGHAM,4,2013-12-01,12,34987.9223355506
RESTAURANTS,2013,AK,FAIRBANKS,1,2013-01-01,1,6465533.89275183
RESTAURANTS,2013,AK,FAIRBANKS,1,2013-02-01,2,7110030.43620023
RESTAURANTS,2013,AK,FAIRBANKS,1,2013-03-01,3,8446090.42845793
RESTAURANTS,2013,AK,FAIRBANKS,2,2013-04-01,4,7129562.81880524
RESTAURANTS,2013,AK,FAIRBANKS,2,2013-05-01,5,7863924.88542345
RESTAURANTS,2013,AK,FAIRBANKS,2,2013-06-01,6,8199823.58489586
RESTAURANTS,2013,AK,FAIRBANKS,3,2013-07-01,7,8377106.1022946
RESTAURANTS,2013,AK,FAIRBANKS,3,2013-08-01,8,8853563.12309008
RESTAURANTS,2013,AK,FAIRBANKS,3,2013-09-01,9,7280594.38445973
RESTAURANTS,2013,AK,FAIRBANKS,4,2013-10-01,10,7716254.32336116
RESTAURANTS,2013,AK,FAIRBANKS,4,2013-11-01,11,6692876.62294323
RESTAURANTS,2013,AK,FAIRBANKS,4,2013-12-01,12,6263740.55047536
RESTAURANTS,2013,AK,GLENNALLEN,1,2013-01-01,1,294586.030651624
RESTAURANTS,2013,AK,GLENNALLEN,1,2013-02-01,2,94754.9098462462
RESTAURANTS,2013,AK,GLENNALLEN,1,2013-03-01,3,289120.584696071
RESTAURANTS,2013,AK,GLENNALLEN,2,2013-04-01,4,103825.256763598
RESTAURANTS,2013,AK,GLENNALLEN,2,2013-05-01,5,254861.730091297
RESTAURANTS,2013,AK,GLENNALLEN,2,2013-06-01,6,739073.001930706
RESTAURANTS,2013,AK,GLENNALLEN,3,2013-07-01,7,903569.387678908
RESTAURANTS,2013,AK,GLENNALLEN,3,2013-08-01,8,1110212.8522431
RESTAURANTS,2013,AK,GLENNALLEN,3,2013-09-01,9,430437.107909425
RESTAURANTS,2013,AK,GLENNALLEN,4,2013-10-01,10,226484.671155087
RESTAURANTS,2013,AK,GLENNALLEN,4,2013-11-01,11,204326.24556088
RESTAURANTS,2013,AK,GLENNALLEN,4,2013-12-01,12,173745.45006377
RESTAURANTS,2013,AK,GUSTAVUS,2,2013-04-01,4,21632.314597314
RESTAURANTS,2013,AK,GUSTAVUS,2,2013-05-01,5,88980.517486028
RESTAURANTS,2013,AK,GUSTAVUS,2,2013-06-01,6,133277.691482184
RESTAURANTS,2013,AK,GUSTAVUS,3,2013-07-01,7,455216.081274082
RESTAURANTS,2013,AK,GUSTAVUS,3,2013-08-01,8,281092.180773409
RESTAURANTS,2013,AK,GUSTAVUS,3,2013-09-01,9,70233.1888749489
RESTAURANTS,2013,AK,GUSTAVUS,4,2013-10-01,10,49240.9897296874
RESTAURANTS,2013,AK,GUSTAVUS,4,2013-11-01,11,22037.9710166751
RESTAURANTS,2013,AK,GUSTAVUS,4,2013-12-01,12,10836.795495015
RESTAURANTS,2013,AK,HAINES,1,2013-01-01,1,524241.727692705
RESTAURANTS,2013,AK,HAINES,1,2013-02-01,2,693601.070285735
RESTAURANTS,2013,AK,HAINES,1,2013-03-01,3,900239.407653257
RESTAURANTS,2013,AK,HAINES,2,2013-04-01,4,1019505.9184641
RESTAURANTS,2013,AK,HAINES,2,2013-05-01,5,1220967.02730187
RESTAURANTS,2013,AK,HAINES,2,2013-06-01,6,1337623.80406316
RESTAURANTS,2013,AK,HAINES,3,2013-07-01,7,1648394.5778334
RESTAURANTS,2013,AK,HAINES,3,2013-08-01,8,1603205.28844684
RESTAURANTS,2013,AK,HAINES,3,2013-09-01,9,1103494.13979166
RESTAURANTS,2013,AK,HAINES,4,2013-10-01,10,907818.829831574
RESTAURANTS,2013,AK,HAINES,4,2013-11-01,11,644532.083092707
RESTAURANTS,2013,AK,HAINES,4,2013-12-01,12,505679.250918769
RESTAURANTS,2013,AK,HEALY,1,2013-01-01,1,27178.1955378125
RESTAURANTS,2013,AK,HEALY,1,2013-02-01,2,25466.1461958333
RESTAURANTS,2013,AK,HEALY,1,2013-03-01,3,34356.3335902411
RESTAURANTS,2013,AK,HEALY,2,2013-04-01,4,41057.5560424302
RESTAURANTS,2013,AK,HEALY,2,2013-05-01,5,114332.314531151
RESTAURANTS,2013,AK,HEALY,2,2013-06-01,6,216933.057060394
RESTAURANTS,2013,AK,HEALY,3,2013-07-01,7,241187.791525528
RESTAURANTS,2013,AK,HEALY,3,2013-08-01,8,248402.390631388
RESTAURANTS,2013,AK,HEALY,3,2013-09-01,9,144481.479570598
RESTAURANTS,2013,AK,HEALY,4,2013-10-01,10,45879.4503264296
RESTAURANTS,2013,AK,HEALY,4,2013-11-01,11,21229.668338882
RESTAURANTS,2013,AK,HEALY,4,2013-12-01,12,22709.7598765626
RESTAURANTS,2013,AK,HOMER,1,2013-01-01,1,1201268.89887021
RESTAURANTS,2013,AK,HOMER,1,2013-02-01,2,1208084.4164858
RESTAURANTS,2013,AK,HOMER,1,2013-03-01,3,1715666.29136344
RESTAURANTS,2013,AK,HOMER,2,2013-04-01,4,1671205.71140652
RESTAURANTS,2013,AK,HOMER,2,2013-05-01,5,2893379.40211586
RESTAURANTS,2013,AK,HOMER,2,2013-06-01,6,4797040.34929127
RESTAURANTS,2013,AK,HOMER,3,2013-07-01,7,6116131.52395276
RESTAURANTS,2013,AK,HOMER,3,2013-08-01,8,5799675.94444361
RESTAURANTS,2013,AK,HOMER,3,2013-09-01,9,2495809.19902417
RESTAURANTS,2013,AK,HOMER,4,2013-10-01,10,1666319.48765669
RESTAURANTS,2013,AK,HOMER,4,2013-11-01,11,1459213.67620527
RESTAURANTS,2013,AK,HOMER,4,2013-12-01,12,1400163.17697129
RESTAURANTS,2013,AK,HOONAH,1,2013-01-01,1,30984.2933633631
RESTAURANTS,2013,AK,HOONAH,1,2013-02-01,2,27822.4535328852
RESTAURANTS,2013,AK,HOONAH,1,2013-03-01,3,45327.7825694531
RESTAURANTS,2013,AK,HOONAH,2,2013-04-01,4,11255.0815671999
RESTAURANTS,2013,AK,HOONAH,2,2013-05-01,5,606518.305473176
RESTAURANTS,2013,AK,HOONAH,2,2013-06-01,6,463861.723297951
RESTAURANTS,2013,AK,HOONAH,3,2013-07-01,7,449433.168448651
RESTAURANTS,2013,AK,HOONAH,3,2013-08-01,8,379077.912521103
RESTAURANTS,2013,AK,HOONAH,3,2013-09-01,9,329200.054621697
RESTAURANTS,2013,AK,HOPE,3,2013-07-01,7,695605.719126096
RESTAURANTS,2013,AK,HOPE,3,2013-08-01,8,608393.468644675
RESTAURANTS,2013,AK,HOPE,3,2013-09-01,9,305455.010264026
RESTAURANTS,2013,AK,HOUSTON,1,2013-01-01,1,81515.8802774453
RESTAURANTS,2013,AK,HOUSTON,1,2013-02-01,2,80519.8238774638
RESTAURANTS,2013,AK,HOUSTON,1,2013-03-01,3,131264.597613372
RESTAURANTS,2013,AK,HOUSTON,2,2013-04-01,4,115930.854552881
RESTAURANTS,2013,AK,HOUSTON,2,2013-05-01,5,252953.423234913
RESTAURANTS,2013,AK,HOUSTON,2,2013-06-01,6,541986.741705101
RESTAURANTS,2013,AK,HOUSTON,3,2013-07-01,7,529891.933171691
RESTAURANTS,2013,AK,HOUSTON,3,2013-08-01,8,384274.435635327
RESTAURANTS,2013,AK,HOUSTON,3,2013-09-01,9,101593.745048168
RESTAURANTS,2013,AK,HOUSTON,4,2013-10-01,10,99822.2394296143
RESTAURANTS,2013,AK,HOUSTON,4,2013-11-01,11,28774.5344970182
RESTAURANTS,2013,AK,HOUSTON,4,2013-12-01,12,32249.9063892358
RESTAURANTS,2013,AK,JUNEAU AND,1,2013-01-01,1,4693841.77576874
RESTAURANTS,2013,AK,JUNEAU AND,1,2013-02-01,2,5018878.97575574
RESTAURANTS,2013,AK,JUNEAU AND,1,2013-03-01,3,5934314.69150942
RESTAURANTS,2013,AK,JUNEAU AND,2,2013-04-01,4,5547003.20733224
RESTAURANTS,2013,AK,JUNEAU AND,2,2013-05-01,5,9200224.41884345
RESTAURANTS,2013,AK,JUNEAU AND,2,2013-06-01,6,11650522.5216292
RESTAURANTS,2013,AK,JUNEAU AND,3,2013-07-01,7,13124034.721717
RESTAURANTS,2013,AK,JUNEAU AND,3,2013-08-01,8,12623775.2594331
RESTAURANTS,2013,AK,JUNEAU AND,3,2013-09-01,9,7912220.63716902
RESTAURANTS,2013,AK,JUNEAU AND,4,2013-10-01,10,5701329.81307885
RESTAURANTS,2013,AK,JUNEAU AND,4,2013-11-01,11,5059488.03539753
RESTAURANTS,2013,AK,JUNEAU AND,4,2013-12-01,12,4539496.83566759
RESTAURANTS,2013,AK,KALIFORNSKY,1,2013-01-01,1,3709780.18880421
RESTAURANTS,2013,AK,KALIFORNSKY,1,2013-02-01,2,3694333.70291216
RESTAURANTS,2013,AK,KALIFORNSKY,1,2013-03-01,3,4267782.27591204
RESTAURANTS,2013,AK,KALIFORNSKY,2,2013-04-01,4,3856321.52700742
RESTAURANTS,2013,AK,KALIFORNSKY,2,2013-05-01,5,4555093.96017423
RESTAURANTS,2013,AK,KALIFORNSKY,2,2013-06-01,6,4613899.49441218
RESTAURANTS,2013,AK,KALIFORNSKY,3,2013-07-01,7,6008710.51101748
RESTAURANTS,2013,AK,KALIFORNSKY,3,2013-08-01,8,5239642.32017016
RESTAURANTS,2013,AK,KALIFORNSKY,3,2013-09-01,9,4021119.77549788
RESTAURANTS,2013,AK,KALIFORNSKY,4,2013-10-01,10,4489340.47254953
RESTAURANTS,2013,AK,KALIFORNSKY,4,2013-11-01,11,4058878.92443969
RESTAURANTS,2013,AK,KALIFORNSKY,4,2013-12-01,12,3814758.30826445
RESTAURANTS,2013,AK,KENAI,1,2013-01-01,1,2228907.91485184
RESTAURANTS,2013,AK,KENAI,1,2013-02-01,2,2252943.3122177
RESTAURANTS,2013,AK,KENAI,1,2013-03-01,3,2554629.33738266
RESTAURANTS,2013,AK,KENAI,2,2013-04-01,4,2478908.84696685
RESTAURANTS,2013,AK,KENAI,2,2013-05-01,5,2557945.44184034
RESTAURANTS,2013,AK,KENAI,2,2013-06-01,6,2564762.78188531
RESTAURANTS,2013,AK,KENAI,3,2013-07-01,7,3109180.89961369
RESTAURANTS,2013,AK,KENAI,3,2013-08-01,8,2906389.44019118
RESTAURANTS,2013,AK,KENAI,3,2013-09-01,9,2364672.01541571
RESTAURANTS,2013,AK,KENAI,4,2013-10-01,10,2823196.06496226
RESTAURANTS,2013,AK,KENAI,4,2013-11-01,11,2502140.81117055
RESTAURANTS,2013,AK,KENAI,4,2013-12-01,12,2168368.42325468
RESTAURANTS,2013,AK,KENNY LAKE,1,2013-01-01,1,299506.416991671
RESTAURANTS,2013,AK,KENNY LAKE,1,2013-02-01,2,56339.3458942508
RESTAURANTS,2013,AK,KENNY LAKE,1,2013-03-01,3,339714.88238091
RESTAURANTS,2013,AK,KENNY LAKE,2,2013-04-01,4,118749.227018517
RESTAURANTS,2013,AK,KENNY LAKE,2,2013-05-01,5,316953.523071742
RESTAURANTS,2013,AK,KENNY LAKE,2,2013-06-01,6,446934.271445829
RESTAURANTS,2013,AK,KENNY LAKE,3,2013-07-01,7,615988.705608326
RESTAURANTS,2013,AK,KENNY LAKE,3,2013-08-01,8,623875.057693212
RESTAURANTS,2013,AK,KENNY LAKE,3,2013-09-01,9,237321.710145775
RESTAURANTS,2013,AK,KENNY LAKE,4,2013-10-01,10,147011.177162686
RESTAURANTS,2013,AK,KENNY LAKE,4,2013-11-01,11,428525.195489929
RESTAURANTS,2013,AK,KENNY LAKE,4,2013-12-01,12,21481.201898761
RESTAURANTS,2013,AK,KETCHIKAN,1,2013-01-01,1,2141218.34106686
RESTAURANTS,2013,AK,KETCHIKAN,1,2013-02-01,2,2186620.61872696
RESTAURANTS,2013,AK,KETCHIKAN,1,2013-03-01,3,2593190.34788867
RESTAURANTS,2013,AK,KETCHIKAN,2,2013-04-01,4,2362413.26789858
RESTAURANTS,2013,AK,KETCHIKAN,2,2013-05-01,5,2952681.51933405
RESTAURANTS,2013,AK,KETCHIKAN,2,2013-06-01,6,3520567.18529434
RESTAURANTS,2013,AK,KETCHIKAN,3,2013-07-01,7,3719800.36796347
RESTAURANTS,2013,AK,KETCHIKAN,3,2013-08-01,8,3956115.46111779
RESTAURANTS,2013,AK,KETCHIKAN,3,2013-09-01,9,2783358.1040435
RESTAURANTS,2013,AK,KETCHIKAN,4,2013-10-01,10,2492759.29446793
RESTAURANTS,2013,AK,KETCHIKAN,4,2013-11-01,11,2186221.20322603
RESTAURANTS,2013,AK,KETCHIKAN,4,2013-12-01,12,1976963.20185312
RESTAURANTS,2013,AK,KING COVE,1,2013-01-01,1,145479.279309859
RESTAURANTS,2013,AK,KING COVE,1,2013-02-01,2,98823.3314803374
RESTAURANTS,2013,AK,KING COVE,1,2013-03-01,3,139015.22113974
RESTAURANTS,2013,AK,KING COVE,2,2013-04-01,4,102042.646115007
RESTAURANTS,2013,AK,KING COVE,2,2013-05-01,5,102157.988851182
RESTAURANTS,2013,AK,KING COVE,2,2013-06-01,6,71745.1859445059
RESTAURANTS,2013,AK,KING COVE,3,2013-07-01,7,132496.845857454
RESTAURANTS,2013,AK,KING COVE,3,2013-08-01,8,105308.215681098
RESTAURANTS,2013,AK,KING COVE,3,2013-09-01,9,122124.372630542
RESTAURANTS,2013,AK,KING COVE,4,2013-10-01,10,93919.6027080178
RESTAURANTS,2013,AK,KING COVE,4,2013-11-01,11,64029.6248892713
RESTAURANTS,2013,AK,KING COVE,4,2013-12-01,12,47536.1389738303
RESTAURANTS,2013,AK,KING SALMON,1,2013-01-01,1,42234.9177752261
RESTAURANTS,2013,AK,KING SALMON,1,2013-02-01,2,22212.7427880225
RESTAURANTS,2013,AK,KING SALMON,1,2013-03-01,3,25959.1221522364
RESTAURANTS,2013,AK,KING SALMON,2,2013-04-01,4,24445.730829694
RESTAURANTS,2013,AK,KING SALMON,2,2013-05-01,5,56751.1802514238
RESTAURANTS,2013,AK,KING SALMON,2,2013-06-01,6,143940.189256072
RESTAURANTS,2013,AK,KING SALMON,3,2013-07-01,7,471837.134018415
RESTAURANTS,2013,AK,KING SALMON,3,2013-08-01,8,178556.165935281
RESTAURANTS,2013,AK,KING SALMON,3,2013-09-01,9,100612.249214806
RESTAURANTS,2013,AK,KING SALMON,4,2013-10-01,10,59759.299209466
RESTAURANTS,2013,AK,KING SALMON,4,2013-11-01,11,50742.8369926496
RESTAURANTS,2013,AK,KING SALMON,4,2013-12-01,12,17498.4914320655
RESTAURANTS,2013,AK,KLAWOCK,1,2013-01-01,1,92559.9432729113
RESTAURANTS,2013,AK,KLAWOCK,1,2013-02-01,2,83663.0891355576
RESTAURANTS,2013,AK,KLAWOCK,1,2013-03-01,3,78357.1732187104
RESTAURANTS,2013,AK,KLAWOCK,2,2013-04-01,4,82160.8887523463
RESTAURANTS,2013,AK,KLAWOCK,2,2013-05-01,5,118214.549488835
RESTAURANTS,2013,AK,KLAWOCK,2,2013-06-01,6,113894.762556833
RESTAURANTS,2013,AK,KLAWOCK,3,2013-07-01,7,102744.790155974
RESTAURANTS,2013,AK,KLAWOCK,3,2013-08-01,8,146926.84376733
RESTAURANTS,2013,AK,KLAWOCK,3,2013-09-01,9,115203.456577755
RESTAURANTS,2013,AK,KLAWOCK,4,2013-10-01,10,107502.819096589
RESTAURANTS,2013,AK,KLAWOCK,4,2013-11-01,11,100917.251395237
